,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,curve-smooth,curve-split-number,splits-reduced,splits-smooth,splits-genera,splits-intersections,splits-classes,split-type,determinant,split-type2,local-sections-A
841,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
842,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
843,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,1,5,"[-8, 3, 2, -1]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-2, 0, 0, 0]","[[-4, 2, 0, 0], [2, -1, 1, 2], [0, 1, -1, 1], [0, 2, 1, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 2, 3]]",79,-16,33,"['NA', [4, 0], [3, 0], [0, 0]]"
844,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,4,1,5,"[1, 0, -8, 3]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, -1, -2, 0]","[[1, 2, 0, 1], [2, 0, 0, 2], [0, 0, -4, 2], [1, 2, 2, -1]]","[[0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 2, 2], [0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0]]",81,-16,66,"[[2, 0], [2, 0], 'NA', [4, 0]]"
845,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
846,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
847,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[6, -8, 2, -4]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, -2, 0, -2]","[[3, 2, 0, 4], [2, -4, 0, 0], [0, 0, -1, 2], [4, 0, 2, -4]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]",89,-64,55,"[[7, 0], 'NA', [3, 0], 'NA']"
848,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
849,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
850,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
851,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[-8, 2, 2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
852,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
853,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
854,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",10,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
855,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",24,4,2,6,"[4, -8, 2, -2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[1, -2, 0, 0]","[[6, 2, 1, 1], [2, -4, 0, 0], [1, 0, -1, 1], [1, 0, 1, -1]]","[[0, 0, 1, 1, 2, 2], [0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",77,-16,54,"[[4, 0], 'NA', [3, 0], [0, 1]]"
856,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",14,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
857,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",13,4,2,6,"[1, 5, -8, -2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, -2, 0]","[[1, 2, 0, 1], [2, 2, 2, 1], [0, 2, -4, 0], [1, 1, 0, -1]]","[[0, 0, 1, 0, 1, 1], [0, 0, 1, 0, 2, 1], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",57,-4,31,"[[2, 0], [6, 0], 'NA', [0, 1]]"
858,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
859,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,1,5,"[-8, 2, 2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
860,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
861,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
862,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
863,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,6,2,6,"[0, -1, -8, 3, 4, -2]",-11,0,False,6,"[True, True, True, True, True, True]","[True, True, True, True, True, True]","[0, 0, -2, 0, -2, 0]","[[0, 1, 0, 1, 0, 0], [1, 0, 0, 0, 2, 0], [0, 0, -4, 2, 0, 0], [1, 0, 2, -1, 2, 0], [0, 2, 0, 2, -4, 2], [0, 0, 0, 0, 2, -1]]","[[0, 0, 0, 0, 1, 1], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0], [0, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",186,0,40,"[[1, 0], [0, 0], 'NA', [4, 0], 'NA', [0, 1]]"
864,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,1,5,"[-8, 3, 1]",-4,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 0]","[[-4, 2, 0], [2, -1, 3], [0, 3, 5]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 3, 3]]",31,36,59,"['NA', [4, 0], [2, 0]]"
865,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
866,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,1,5,"[5, -1, -8]",-4,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, -2]","[[4, 3, 2], [3, 0, 0], [2, 0, -4]]","[[0, 0, 1, 0, 3, 2], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2]]",15,36,59,"[[6, 0], [0, 0], 'NA']"
867,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,4,1,5,"[-8, 3, 2, -1]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[-2, 0, 0, 0]","[[-4, 2, 0, 0], [2, -1, 1, 2], [0, 1, -1, 1], [0, 2, 1, 4]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 0, 1, 2, 3]]",79,-16,33,"['NA', [4, 0], [3, 0], [0, 0]]"
868,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[-8, 3, 1]",-4,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 0]","[[-4, 2, 0], [2, -1, 3], [0, 3, 5]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 3, 3]]",31,36,59,"['NA', [4, 0], [2, 0]]"
869,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
870,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
871,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,5,2,6,"[1, -8, 3, 2, -2]",-11,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, -2, 0, 0, 0]","[[3, 0, 2, 0, 1], [0, -4, 2, 0, 0], [2, 2, -1, 1, 0], [0, 0, 1, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",139,0,36,"[[2, 0], 'NA', [4, 0], [3, 0], [0, 1]]"
872,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,1,5,"[1, 0, -8, 3]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, -2, 0]","[[3, 1, 0, 2], [1, 0, 0, 1], [0, 0, -4, 2], [2, 1, 2, -1]]","[[0, 0, 1, 0, 2, 2], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0]]",54,-4,31,"[[2, 0], [1, 0], 'NA', [4, 0]]"
873,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
874,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
875,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",5,5,1,5,"[0, -1, -8, 3, 2]",-4,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[-1, 0, -2, 0, 0]","[[0, 2, 0, 2, 0], [2, 0, 0, 0, 1], [0, 0, -4, 2, 0], [2, 0, 2, -1, 1], [0, 1, 0, 1, -1]]","[[0, 0, 0, 0, 2, 2], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0]]",142,0,38,"[[2, 0], [0, 0], 'NA', [4, 0], [3, 0]]"
876,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[-8, 3, 1]",-4,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 0]","[[-4, 2, 0], [2, -1, 3], [0, 3, 5]]","[[0, 0, 0, 0, 0, 2], [0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 3, 3]]",31,36,59,"['NA', [4, 0], [2, 0]]"
877,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
878,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[5, -1, -8]",-4,0,False,3,"[True, True, True]","[True, True, True]","[0, 0, -2]","[[4, 3, 2], [3, 0, 0], [2, 0, -4]]","[[0, 0, 1, 0, 3, 2], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2]]",15,36,59,"[[6, 0], [0, 0], 'NA']"
879,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[4, -8, 2, -2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[1, -2, 0, 0]","[[6, 2, 1, 1], [2, -4, 0, 0], [1, 0, -1, 1], [1, 0, 1, -1]]","[[0, 1, 0, 2, 1, 2], [0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",77,-16,54,"[[4, 0], 'NA', [3, 0], [0, 1]]"
880,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
881,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,2,6,"[6, 0, -8, -2]",-11,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, -2, 0]","[[3, 2, 2, 2], [2, 0, 0, 0], [2, 0, -4, 0], [2, 0, 0, -1]]","[[0, 0, 2, 0, 2, 1], [0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",56,-16,33,"[[7, 0], [1, 0], 'NA', [0, 1]]"
882,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
883,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,1,5,"[-8, 2, 2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
884,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
885,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
886,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
887,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,5,2,6,"[5, -1, -8, 2, -2]",-11,0,False,5,"[True, True, True, True, True]","[True, True, True, True, True]","[0, 0, -2, 0, 0]","[[2, 2, 2, 0, 1], [2, 0, 0, 1, 0], [2, 0, -4, 0, 0], [0, 1, 0, -1, 1], [1, 0, 0, 1, -1]]","[[0, 0, 1, 0, 2, 1], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]",122,0,36,"[[6, 0], [0, 0], 'NA', [3, 0], [0, 1]]"
888,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
889,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,3,2,6,"[6, -8, -2]",-11,0,False,3,"[True, True, True]","[True, True, True]","[1, -2, 0]","[[7, 2, 2], [2, -4, 0], [2, 0, -1]]","[[0, 0, 2, 0, 3, 2], [0, 0, 0, 0, 0, 2], [1, 0, 0, 0, 0, 0]]",26,48,52,"[[6, 0], 'NA', [0, 1]]"
890,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,4,1,5,"[0, 5, -1, -8]",-4,0,False,4,"[True, True, True, True]","[True, True, True, True]","[0, 0, 0, -2]","[[0, 1, 1, 0], [1, 2, 2, 2], [1, 2, 0, 0], [0, 2, 0, -4]]","[[0, 0, 0, 0, 1, 1], [0, 0, 1, 0, 2, 1], [0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 2]]",38,-4,31,"[[1, 0], [6, 0], [0, 0], 'NA']"
891,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,3,1,5,"[-8, 2, 2]",-4,0,False,3,"[True, True, True]","[True, True, True]","[-2, 0, 1]","[[-4, 0, 2], [0, -1, 2], [2, 2, 7]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 2, 3]]",27,48,52,"['NA', [3, 0], [2, 0]]"
892,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
893,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",6,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 1, 0, 2, 2, 3]]",2,-44,51,"['NA', [3, 0]]"
894,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[4, -1, -2, 1]","[1, -2, -1, 4]",7,2,1,5,"[-8, 4]",-4,0,False,2,"[True, True]","[True, True]","[-2, 2]","[[-4, 2], [2, 10]]","[[0, 0, 0, 0, 0, 2], [0, 0, 1, 1, 3, 3]]",2,-44,51,"['NA', [3, 0]]"
